"chaosresult_name","Experiment Start","Chaos Injected","Experiment End","Experiment Duration","app_kind","app_label","app_namespace","chaosresult_verdict","probe_success_percentage","workflow_name"
pod-cpu-hog-zwrrjpmc-pod-cpu-hog,1689630969000,1689631104000,1689631299000,330,deployment,app=userservice,bank,Pass,100.000000,cpu-10-trials-1689550120
pod-cpu-hog-zwrsmsn6-pod-cpu-hog,1689728170000,1689728306000,1689728502000,332,deployment,app=userservice,bank,Pass,100.000000,cpu-10-trials-1689550120
pod-cpu-hog-zwrsr4sv-pod-cpu-hog,1689717705000,1689717840000,1689718035000,330,deployment,app=userservice,bank,Pass,100.000000,cpu-10-trials-1689550120
pod-cpu-hog-zwrxzpfw-pod-cpu-hog,1689616570000,1689616705000,1689616910000,340,deployment,app=userservice,bank,Pass,100.000000,cpu-10-trials-1689550120
pod-cpu-hog-zwrzjsd4-pod-cpu-hog,1689731939000,1689732074000,1689732270000,331,deployment,app=userservice,bank,Pass,100.000000,cpu-10-trials-1689550120
pod-delete-43c8t84w-pod-delete,1689685136000,1689685441000,1689685591000,455,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-43crgtff-pod-delete,1689669202000,1689669496000,1689669646000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-bpo7pjtc-pod-delete,1689685628000,1689685923000,1689686073000,445,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-bpovrjsq-pod-delete,1689669694000,1689669988000,1689670138000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-dztj76tg-pod-delete,1689686121000,1689686415000,1689686565000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-dztm4fqc-pod-delete,1689670185000,1689670479000,1689670629000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-ipg7nl6j-pod-delete,1689686613000,1689686907000,1689687057000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-ipgg6lf7-pod-delete,1689670677000,1689670971000,1689671121000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-ldibhr4m-pod-delete,1689687105000,1689687399000,1689687549000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-ldiqx5l7-pod-delete,1689671169000,1689671463000,1689671613000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-nx4q556n-pod-delete,1689671660000,1689671955000,1689672105000,445,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-nx4qsrlf-pod-delete,1689687597000,1689687891000,1689688041000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-q0j4r2xj-pod-delete,1689672152000,1689672446000,1689672597000,445,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-q0jwlkfg-pod-delete,1689688089000,1689688384000,1689688534000,445,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-s40cptxh-pod-delete,1689672644000,1689672938000,1689673089000,445,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-s40lkszj-pod-delete,1689688582000,1689688876000,1689689026000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-uon4zznn-pod-delete,1689673136000,1689673430000,1689673580000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-uond9fnn-pod-delete,1689689074000,1689689368000,1689689518000,444,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-wjpfljt8-pod-delete,1689689566000,1689689861000,1689690011000,445,deployment,app=frontend,bank,Pass,100.000000,
pod-delete-wjpldlk5-pod-delete,1689673628000,1689673922000,1689674072000,444,deployment,app=frontend,bank,Pass,100.000000,

